rank,feature,importance
670,t49_kp15_x,0.00014053
671,t36_kp17_y,0.00014044
672,t15_kp29_x,0.00014018
673,t46_kp02_x,0.00013997
674,t47_kp15_y,0.00013966
675,t32_kp22_x,0.00013964
676,t50_kp01_y,0.00013956
677,t06_kp12_x,0.00013953
678,t32_kp15_y,0.00013944
679,t27_kp09_x,0.00013943
680,t54_kp26_y,0.00013941
681,t46_kp04_y,0.00013937
682,t40_kp09_x,0.00013926
683,t30_kp02_x,0.00013883
684,t58_kp31_x,0.00013710
685,t37_kp00_x,0.00013592
686,t41_kp13_x,0.00013519
687,t06_kp27_x,0.00013500
688,t16_kp22_x,0.00013496
689,t51_kp06_x,0.00013477
690,t49_kp23_x,0.00013462
691,t11_kp17_x,0.00013394
692,t57_kp09_x,0.00013362
693,t46_kp21_x,0.00013347
694,t47_kp17_x,0.00013295
695,t43_kp11_x,0.00013287
696,t58_kp10_x,0.00013283
697,t49_kp11_x,0.00013175
698,t59_kp19_x,0.00013128
699,t41_kp12_x,0.00013102
700,t47_kp08_y,0.00012867
701,t08_kp17_x,0.00012815
702,t49_kp21_x,0.00012733
703,t37_kp11_y,0.00012674
704,t57_kp11_x,0.00012662
705,t35_kp11_x,0.00012638
706,t40_kp00_y,0.00012611
707,t42_kp21_x,0.00012566
708,t20_kp19_x,0.00012562
709,t40_kp04_x,0.00012555
710,t05_kp31_x,0.00012551
711,t29_kp22_x,0.00012544
712,t34_kp19_y,0.00012517
713,t55_kp02_x,0.00012509
714,t35_kp19_y,0.00012489
715,t44_kp27_y,0.00012483
716,t37_kp21_y,0.00012482
717,t43_kp10_x,0.00012469
718,t29_kp06_y,0.00012459
719,t07_kp05_y,0.00012455
720,t28_kp19_y,0.00012453
721,t20_kp29_y,0.00012450
722,t03_kp04_x,0.00012448
723,t46_kp18_y,0.00012448
724,t52_kp17_x,0.00012445
725,t36_kp12_x,0.00012441
726,t48_kp11_x,0.00012424
727,t14_kp31_x,0.00012421
728,t10_kp07_x,0.00012394
729,t57_kp19_x,0.00012388
730,t20_kp13_x,0.00012365
731,t59_kp16_x,0.00012361
732,t45_kp30_x,0.00012344
733,t35_kp22_x,0.00012344
734,t03_kp06_x,0.00012326
735,t14_kp15_x,0.00012280
736,t59_kp18_y,0.00012247
737,t35_kp12_y,0.00012245
738,t50_kp07_x,0.00012227
739,t34_kp00_x,0.00012156
740,t30_kp09_x,0.00012142
741,t12_kp09_x,0.00012139
742,t12_kp11_x,0.00012135
743,t46_kp15_x,0.00012109
744,t42_kp13_x,0.00012106
745,t51_kp05_x,0.00012065
746,t07_kp25_x,0.00012057
747,t26_kp18_x,0.00012052
748,t58_kp01_x,0.00012034
749,t18_kp16_x,0.00011975
750,t18_kp19_x,0.00011975
751,t21_kp16_x,0.00011963
752,t49_kp08_y,0.00011926
753,t08_kp28_x,0.00011834
754,t40_kp02_x,0.00011803
