rank,feature,importance
655,t01_kp32_y,0.00027963
656,t04_kp29_x,0.00027919
657,t13_kp17_x,0.00027903
658,t15_kp20_y,0.00027877
659,t10_kp17_y,0.00027858
660,t16_kp20_y,0.00027821
661,t21_kp31_y,0.00027816
662,t16_kp29_y,0.00027803
663,t26_kp02_y,0.00027752
664,t13_kp19_x,0.00027695
665,t01_kp03_x,0.00027665
666,t19_kp22_x,0.00027656
667,t27_kp26_y,0.00027638
668,t23_kp21_x,0.00027610
669,t02_kp30_x,0.00027591
670,t12_kp27_x,0.00027562
671,t24_kp27_x,0.00027495
672,t14_kp00_y,0.00027468
673,t14_kp18_y,0.00027441
674,t25_kp08_x,0.00027423
675,t08_kp11_y,0.00027396
676,t26_kp19_y,0.00027275
677,t10_kp10_y,0.00027243
678,t21_kp26_y,0.00027239
679,t20_kp32_y,0.00027222
680,t28_kp24_y,0.00027219
681,t12_kp17_y,0.00027107
682,t29_kp15_y,0.00027038
683,t05_kp31_x,0.00026938
684,t29_kp22_y,0.00026846
685,t10_kp16_y,0.00026810
686,t29_kp10_y,0.00026781
687,t03_kp16_y,0.00026768
688,t28_kp13_y,0.00026732
689,t05_kp16_y,0.00026730
690,t13_kp18_y,0.00026720
691,t27_kp21_y,0.00026682
692,t00_kp04_x,0.00026643
693,t17_kp09_y,0.00026640
694,t22_kp09_y,0.00026633
695,t12_kp29_x,0.00026618
696,t07_kp17_y,0.00026587
697,t14_kp27_y,0.00026554
698,t27_kp04_y,0.00026489
699,t08_kp12_y,0.00026478
700,t09_kp16_y,0.00026441
701,t20_kp28_y,0.00026373
702,t26_kp27_x,0.00026371
703,t14_kp02_y,0.00026348
704,t01_kp00_y,0.00026321
705,t20_kp30_y,0.00026283
706,t18_kp16_y,0.00026259
707,t08_kp28_y,0.00026227
708,t01_kp06_x,0.00026181
709,t21_kp15_x,0.00026164
710,t09_kp21_y,0.00026089
711,t21_kp13_y,0.00026068
712,t01_kp11_y,0.00026060
713,t11_kp18_y,0.00026036
714,t27_kp15_x,0.00026026
715,t02_kp21_y,0.00025961
716,t25_kp31_x,0.00025887
717,t23_kp17_y,0.00025874
718,t26_kp17_y,0.00025864
719,t03_kp02_x,0.00025779
720,t02_kp20_y,0.00025663
721,t18_kp27_y,0.00025655
722,t02_kp10_x,0.00025639
723,t25_kp13_y,0.00025618
724,t28_kp27_x,0.00025601
725,t09_kp28_x,0.00025533
726,t28_kp17_y,0.00025452
727,t22_kp18_y,0.00025391
728,t22_kp11_x,0.00025382
729,t26_kp25_y,0.00025380
730,t15_kp32_y,0.00025362
731,t00_kp07_x,0.00025321
732,t07_kp28_x,0.00025290
733,t07_kp21_y,0.00025206
734,t22_kp02_y,0.00025203
735,t22_kp25_y,0.00025128
736,t05_kp04_x,0.00025041
737,t25_kp17_x,0.00025010
738,t17_kp12_y,0.00025004
739,t24_kp17_x,0.00025002
740,t27_kp00_y,0.00024998
741,t21_kp16_y,0.00024983
742,t18_kp12_y,0.00024886
743,t18_kp14_y,0.00024880
744,t27_kp08_y,0.00024860
745,t27_kp27_x,0.00024854
746,t12_kp17_x,0.00024835
747,t27_kp18_y,0.00024773
748,t24_kp09_y,0.00024760
749,t02_kp02_x,0.00024715
750,t09_kp32_x,0.00024714
751,t21_kp08_y,0.00024670
752,t00_kp05_x,0.00024640
753,t02_kp05_y,0.00024629
754,t08_kp16_y,0.00024588
755,t06_kp14_x,0.00024565
756,t16_kp31_y,0.00024536
757,t16_kp24_y,0.00024481
758,t01_kp27_y,0.00024472
759,t21_kp10_y,0.00024460
760,t23_kp00_y,0.00024358
761,t05_kp12_x,0.00024356
762,t14_kp08_x,0.00024292
763,t22_kp08_y,0.00024245
764,t03_kp08_x,0.00024243
765,t06_kp13_y,0.00024226
766,t07_kp20_y,0.00024193
767,t07_kp31_y,0.00024017
768,t23_kp19_y,0.00023934
769,t11_kp31_y,0.00023932
770,t00_kp24_y,0.00023911
771,t24_kp15_y,0.00023843
772,t15_kp13_y,0.00023765
773,t29_kp21_x,0.00023741
774,t25_kp29_x,0.00023734
775,t23_kp26_y,0.00023678
776,t06_kp29_x,0.00023600
777,t24_kp26_y,0.00023570
778,t07_kp24_y,0.00023493
779,t22_kp06_y,0.00023492
780,t14_kp17_x,0.00023490
781,t04_kp05_x,0.00023474
782,t11_kp20_y,0.00023462
783,t19_kp29_y,0.00023403
784,t00_kp12_y,0.00023284
785,t05_kp17_y,0.00023265
786,t08_kp28_x,0.00023232
787,t24_kp32_y,0.00023222
788,t03_kp30_y,0.00023218
789,t03_kp05_y,0.00023125
790,t09_kp08_x,0.00023059
791,t04_kp30_x,0.00023056
792,t08_kp09_x,0.00022990
793,t04_kp31_x,0.00022972
794,t08_kp00_x,0.00022908
795,t19_kp27_y,0.00022890
796,t25_kp07_x,0.00022883
797,t25_kp03_y,0.00022856
798,t14_kp30_y,0.00022845
799,t04_kp32_x,0.00022839
800,t22_kp26_x,0.00022778
801,t03_kp07_x,0.00022772
802,t23_kp10_y,0.00022766
803,t01_kp20_x,0.00022737
804,t01_kp09_x,0.00022722
805,t17_kp19_x,0.00022687
806,t04_kp14_x,0.00022656
807,t24_kp29_x,0.00022630
808,t28_kp19_y,0.00022613
809,t00_kp03_x,0.00022560
810,t20_kp19_y,0.00022514
811,t12_kp31_y,0.00022482
812,t15_kp06_y,0.00022425
813,t08_kp13_y,0.00022393
814,t26_kp21_y,0.00022311
815,t05_kp18_y,0.00022294
816,t09_kp31_y,0.00022291
817,t23_kp31_y,0.00022279
818,t11_kp30_y,0.00022265
819,t01_kp04_y,0.00022254
820,t15_kp03_y,0.00022220
